Question,Method,Type,Percent,Iter,RMSE,Mean Percent Bias,Accuracy,Precision,Recall,F1 score,Matthews Correlation
Q_3145,xgb,MCAR,30,5,0.6055300708194983,5.555555555555555,0.6333333333333333,0.6122448979591837,0.6818181818181818,0.6451612903225806,0.2697762274728746
Q_3153,xgb,MCAR,30,5,0.47776654295295456,7.608695652173914,0.7717391304347826,0.2631578947368421,0.4166666666666667,0.3225806451612903,0.20105465736046757
Q_3166,xgb,MCAR,30,5,0.4498677054212187,10.714285714285714,0.7976190476190477,0.6363636363636364,0.35,0.45161290322580644,0.362981976573988
Q_3169,xgb,MCAR,30,5,0.5540132607341696,4.9504950495049505,0.693069306930693,0.3157894736842105,0.25,0.27906976744186046,0.08840087199238791
Q_2265,xgb,MCAR,30,6,0.47278897170376755,1.1764705882352942,0.7764705882352941,0.8076923076923077,0.8235294117647058,0.8155339805825242,0.5321811563901744
Q_2300,xgb,MCAR,30,6,0.5416025603090641,5.333333333333334,0.7066666666666667,0.6285714285714286,0.7096774193548387,0.6666666666666666,0.4088624670557376
Q_2322,xgb,MCAR,30,6,0.45532084640474313,1.2195121951219512,0.7926829268292683,0.8260869565217391,0.8085106382978723,0.8172043010752689,0.5780098738766748
Q_2347,xgb,MCAR,30,6,0.4760952285695233,12.0,0.7733333333333333,0.8088235294117647,0.9322033898305084,0.8661417322834646,0.16857337037402845
Q_2841,xgb,MCAR,30,6,0.49718307617612556,8.98876404494382,0.7528089887640449,0.7945205479452054,0.8923076923076924,0.8405797101449275,0.3089244871771428
Q_2868,xgb,MCAR,30,6,0.3296902366978935,4.3478260869565215,0.8913043478260869,0.9647058823529412,0.9213483146067416,0.9425287356321839,-0.052687207530947404
Q_2876,xgb,MCAR,30,6,0.5669467095138409,3.571428571428571,0.6785714285714286,0.6808510638297872,0.7272727272727273,0.7032967032967034,0.3543933504895974
Q_2890,xgb,MCAR,30,6,0.39801487608399566,3.9603960396039604,0.8415841584158416,0.8936170212765957,0.9333333333333333,0.9130434782608695,0.029735873298390038
Q_2919,xgb,MCAR,30,6,0.4767312946227962,0.0,0.7727272727272727,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.2361111111111111
Q_3089,xgb,MCAR,30,6,0.12126781251816648,1.4705882352941175,0.9852941176470589,0.0,0.0,0.0,0.0
Q_3144,xgb,MCAR,30,6,0.48304589153964794,5.555555555555555,0.7666666666666667,0.6,0.48,0.5333333333333333,0.38453625559644156
Q_3145,xgb,MCAR,30,6,0.6535161308899218,9.375,0.5729166666666666,0.5535714285714286,0.6595744680851063,0.6019417475728155,0.15145634233590094
Q_3153,xgb,MCAR,30,6,0.3333333333333333,4.444444444444445,0.8888888888888888,0.36363636363636365,0.5714285714285714,0.4444444444444444,0.3982799840874555
Q_3166,xgb,MCAR,30,6,0.4743416490252569,2.5,0.775,0.4444444444444444,0.5,0.47058823529411764,0.3292763870490873
Q_3169,xgb,MCAR,30,6,0.4913036844405175,3.4482758620689653,0.7586206896551724,0.55,0.4782608695652174,0.5116279069767442,0.35387516473940084
Q_2265,xgb,MCAR,30,7,0.4646601886422926,7.954545454545454,0.7840909090909091,0.7796610169491526,0.8846153846153846,0.8288288288288288,0.5475807203113391
Q_2300,xgb,MCAR,30,7,0.5232681184722836,13.095238095238097,0.7261904761904762,0.8125,0.6046511627906976,0.6933333333333334,0.47174634459562964
Q_2322,xgb,MCAR,30,7,0.5076730825668095,3.0927835051546393,0.7422680412371134,0.8070175438596491,0.7666666666666667,0.7863247863247863,0.4631522820327474
Q_2347,xgb,MCAR,30,7,0.46017899330842227,4.705882352941177,0.788235294117647,0.8513513513513513,0.9,0.875,0.18929153660765138
Q_2841,xgb,MCAR,30,7,0.563092506371473,17.073170731707318,0.6829268292682927,0.8846153846153846,0.696969696969697,0.7796610169491526,0.2649016471690629
Q_2868,xgb,MCAR,30,7,0.10101525445522107,1.0204081632653061,0.9897959183673469,0.9897959183673469,1.0,0.9948717948717949,0.0
Q_2876,xgb,MCAR,30,7,0.5555555555555556,3.7037037037037033,0.691358024691358,0.78,0.7358490566037735,0.7572815533980582,0.3356100695334999
Q_2890,xgb,MCAR,30,7,0.5063696835418333,7.6923076923076925,0.7435897435897436,0.8169014084507042,0.8923076923076924,0.8529411764705882,-0.14042189949988187
